customerID,complaint,complaint_number,complaint_clean,keyword,Service Quality,Inconsistent Internet Speed,No Proactive Support,Overcharging,Not Communicated Extra Charges
6393-WRYZE,"The streaming services I signed up for frequently buffer or stop working altogether, even though I am paying a premium price for fiber optic internet. This has been a persistent issue, and I haven't received any resolution despite contacting support.",1,"the streaming services i signed up for frequently buffer or stop working altogether, even though i am paying a premium price for fiber optic internet. this has been a persistent issue, and i haven't received any resolution despite contacting support.",Service Quality,1,0,0,0,0
6393-WRYZE,"I was hoping to get better customer support for technical issues, but every time I try to reach out, I either get no response or unhelpful answers. This has left me feeling frustrated and undervalued as a customer.",2,"i was hoping to get better customer support for technical issues, but every time i try to reach out, i either get no response or unhelpful answers. this has left me feeling frustrated and undervalued as a customer.",Not Communicated Extra Charges,0,0,0,0,1
2025-JKFWI,"The streaming services keep buffering, and the internet speed is inconsistent despite having a fiber optic connection. This has been ongoing for weeks, and I expected better service given the high monthly charges.",1,"the streaming services keep buffering, and the internet speed is inconsistent despite having a fiber optic connection. this has been ongoing for weeks, and i expected better service given the high monthly charges.",Overcharging,0,0,0,1,0
6289-CPNLD,"The streaming services, both TV and movies, have been buffering constantly, making it impossible to enjoy any content. I expect better service for what I'm paying.",1,"the streaming services, both tv and movies, have been buffering constantly, making it impossible to enjoy any content. i expect better service for what i'm paying.",No Proactive Support,0,0,1,0,0
6289-CPNLD,"The internet connection through DSL has been slow and unreliable, causing disruptions during work and entertainment time.",2,"the internet connection through dsl has been slow and unreliable, causing disruptions during work and entertainment time.",Service Quality,1,0,0,0,0
6289-CPNLD,"I contacted tech support regarding the internet issues, but the response was delayed, and the solution provided did not resolve the problem.",3,"i contacted tech support regarding the internet issues, but the response was delayed, and the solution provided did not resolve the problem.",Invalid,0,0,0,0,0
6289-CPNLD,"Despite having device protection, I was not given proper assistance when my modem stopped working, and I had to purchase a replacement myself.",4,"despite having device protection, i was not given proper assistance when my modem stopped working, and i had to purchase a replacement myself.",Not Communicated Extra Charges,0,0,0,0,1
6289-CPNLD,"The mailed check payment method is inconvenient, and I faced delays in processing my payments, leading to unnecessary stress.",5,"the mailed check payment method is inconvenient, and i faced delays in processing my payments, leading to unnecessary stress.",Service Quality,1,0,0,0,0
6457-USBER,"The streaming movies service is constantly buffering and has poor quality, making it impossible to enjoy any content properly.",1,"the streaming movies service is constantly buffering and has poor quality, making it impossible to enjoy any content properly.",Service Quality,1,0,0,0,0
6457-USBER,"Your customer support team has been unhelpful in resolving my streaming issues. I've contacted them multiple times, but the problem remains.",2,"your customer support team has been unhelpful in resolving my streaming issues. i've contacted them multiple times, but the problem remains.",Inconsistent Internet Speed,0,1,0,0,0
6457-USBER,"The monthly charges are too high for the limited services I’m receiving, especially considering the ongoing issues with streaming.",3,"the monthly charges are too high for the limited services i’m receiving, especially considering the ongoing issues with streaming.",Overcharging,0,0,0,1,0
0754-UKWQP,"The internet speed is terrible, especially for a fiber optic connection. Streaming movies and TV shows constantly buffer, which ruins the experience.",1,"the internet speed is terrible, especially for a fiber optic connection. streaming movies and tv shows constantly buffer, which ruins the experience.",Inconsistent Internet Speed,0,1,0,0,0
